gram,TF,DF,TF_IDF,all_TF,all_DF,all_TF_IDF,expected_TF,expected_DF,DF_chisquare,MI,Lift,TF*DF_chisquare
同步買超,39,30,4.367865755,424,384,10.64956218,1.862102064,1.686432058,475.3575016,5.36942E-05,17.78903565,18538.94256
面觀察雖,17,16,4.368876235,54,52,10.39463252,0.237154508,0.228371008,1089.211295,0.000211472,70.06143273,18516.59201
電群,41,41,4.050021745,882,722,10.50160706,3.873523632,3.170843608,451.3136723,3.90287E-05,12.9303129,18503.86057
續買,72,67,3.819648338,3284,2696,9.437049131,14.42250749,11.8401584,256.9735996,1.70802E-05,5.658708077,18502.09917
漲以,56,49,4.047165579,1408,1294,9.991042819,6.183584211,5.682924694,330.1766456,2.60255E-05,8.622320836,18489.89216
周美,46,38,4.215357062,791,693,10.44513322,3.473874369,3.043482854,401.4999097,3.76866E-05,12.48569544,18468.99584
幅收,88,80,3.709379788,5385,4146,9.001535337,23.64957456,18.20819612,209.698259,1.32617E-05,4.393625786,18453.44679
正買超,20,14,4.640567631,68,47,10.89985547,0.29863901,0.206412257,921.762426,0.000204723,67.82542955,18435.24852
創友達,38,37,4.113880985,622,560,10.51652861,2.731668593,2.459380084,485.1037186,4.54099E-05,15.04444158,18433.94131
上可留意基本,25,25,4.232179437,181,181,10.62832879,0.794906777,0.794906777,737.0506262,9.49289E-05,31.45022878,18426.26566
減口,24,24,4.243087739,161,161,10.62549523,0.707071774,0.707071774,767.3344138,0.000102452,33.94280592,18416.02593
超張法人指出,17,17,4.310150882,59,59,10.38895871,0.259113259,0.259113259,1081.601498,0.000198031,65.60837556,18387.22546
再創新高,72,58,3.998651101,2445,2117,9.630097759,10.73782912,9.297335068,255.1214465,1.88297E-05,6.23834675,18368.74415
張國泰中國,17,11,4.731831161,35,25,10.48737445,0.153711255,0.109793754,1080.176131,0.000302405,100.1878488,18362.99422
價股,63,51,4.073860195,2099,1533,10.09052989,9.218283565,6.73255298,291.0644553,2.28647E-05,7.575135339,18337.06068
局第四,19,19,4.293421062,82,82,10.50841183,0.360123512,0.360123512,964.7939765,0.000159249,52.75967647,18331.08555
晶圓出貨量,22,18,4.468383225,115,85,10.99037352,0.505051267,0.373298763,832.3108124,0.000145543,48.21875076,18310.83787
電金,56,49,4.047165579,1489,1305,10.03420459,6.539315974,5.731233946,326.6637051,2.58061E-05,8.549642269,18293.16749
跡象,108,98,3.554071259,7309,6492,8.306724535,32.09930185,28.51124197,169.360826,1.03749E-05,3.437240654,18290.96921
傳產與金融,22,22,4.264240677,132,126,10.67190981,0.57971102,0.553360519,831.2091834,0.000120002,39.75708286,18286.60203
動台,82,71,3.821771782,3580,3278,9.128788687,15.72246554,14.39615699,222.5590513,1.48863E-05,4.931871751,18249.84221
量前,45,44,4.031318466,1103,901,10.37122981,4.844100416,3.956966885,405.2206014,3.35633E-05,11.11962806,18234.92706
在電子,50,46,4.048738835,1119,1066,10.09158009,4.914368418,4.68160566,364.6632875,2.96577E-05,9.825688736,18233.16438
超張第名中鋼,15,13,4.458636121,33,31,10.14674933,0.144927755,0.136144255,1215.466529,0.000288216,95.48695267,18231.99793
周台,48,40,4.184889372,933,799,10.39187418,4.09750289,3.50900837,379.4782827,3.44073E-05,11.39923186,18214.95757
動向,80,79,3.673093678,4498,3854,9.000399076,19.75409218,16.92580508,227.6527265,1.40881E-05,4.667429386,18212.21812
步買超,39,30,4.367865755,431,391,10.64192612,1.892844315,1.717174309,465.8340304,5.27329E-05,17.47056187,18167.52718
兆豐金賣超,16,16,4.317304611,50,50,10.31345361,0.219587508,0.219587508,1134.041828,0.000219931,72.86389003,18144.66925
前五大為華新,16,16,4.317304611,50,50,10.31345361,0.219587508,0.219587508,1134.041828,0.000219931,72.86389003,18144.66925
較強分別上漲,16,16,4.317304611,50,50,10.31345361,0.219587508,0.219587508,1134.041828,0.000219931,72.86389003,18144.66925
收成交量為億,27,27,4.209904483,229,229,10.61839008,1.005710784,1.005710784,671.8661889,8.10336E-05,26.84668437,18140.3871
半根,55,38,4.338211713,1010,818,10.44115612,4.435667652,3.592451623,329.5463682,3.19277E-05,10.57773465,18125.05025
理財,98,96,3.531416858,11264,5987,8.805181659,49.46867369,26.29340815,184.7995102,1.10204E-05,3.65110523,18110.352
面變化電子類,17,17,4.310150882,60,60,10.39604789,0.263505009,0.263505009,1063.01685,0.000194731,64.51490263,18071.28645
四大指數漲,31,28,4.27444162,287,280,10.62630391,1.260432293,1.229690042,582.7887278,6.87285E-05,22.76996564,18066.45056
作收成交量為,27,27,4.209904483,231,230,10.62396014,1.014494285,1.010102535,668.7190133,8.06813E-05,26.72995966,18055.41336
台塑南,41,41,4.050021745,863,738,10.43896584,3.79008038,3.241111611,439.8903289,3.81825E-05,12.64998091,18035.50348
放大,107,94,3.604164332,10271,6102,8.693911045,45.10766579,26.79845942,168.5189058,1.05875E-05,3.507664323,18031.52292
電旺宏,37,36,4.125971427,584,530,10.53070011,2.564782088,2.32762758,487.1177307,4.66835E-05,15.46639175,18023.35603
元大台灣反張,16,11,4.675975099,35,24,10.53247764,0.153711255,0.105402004,1126.091169,0.000315006,104.3623425,18017.45871
漲點漲幅,101,54,4.297589293,4612,2408,9.974048541,20.25475169,10.57533436,178.311297,1.54125E-05,5.10622153,18009.44099
政策,291,205,2.948150956,50128,27128,6.194890628,220.1496515,119.1393981,61.87745685,5.19365E-06,1.720673457,18006.33994
跌逾,105,76,3.873313931,6543,4320,9.076495202,28.73522123,18.97236065,171.4152345,1.20911E-05,4.005827288,17998.59962
元聯,54,45,4.12495955,1367,1102,10.24861542,6.003522455,4.839708665,333.253324,2.80652E-05,9.298080341,17995.6795
泥塑膠生技及,14,14,4.328171433,34,34,10.09742755,0.149319505,0.149319505,1284.770868,0.000283,93.75868203,17986.79215
塑膠生技及高,14,14,4.328171433,34,34,10.09742755,0.149319505,0.149319505,1284.770868,0.000283,93.75868203,17986.79215
膠生技及高殖,14,14,4.328171433,34,34,10.09742755,0.149319505,0.149319505,1284.770868,0.000283,93.75868203,17986.79215
強彈,66,58,3.945768467,2409,2022,9.703333163,10.57972611,8.880118804,271.7038794,1.97144E-05,6.531444149,17932.45604
大類股全,29,29,4.1872216,290,284,10.61885276,1.273607544,1.247257043,617.5268732,7.01805E-05,23.25102125,17908.27932
張玉山金,18,17,4.358120325,69,64,10.54361439,0.30303076,0.28107201,994.4873327,0.00018256,60.48272122,17900.77199
跌點至點,46,44,4.045821721,1109,932,10.31784964,4.870450917,4.09311114,389.0829552,3.24469E-05,10.74976918,17897.81594
大立光聯,29,28,4.224748463,273,266,10.63610451,1.198947791,1.16820554,616.2829822,7.23458E-05,23.96838488,17872.20648
海買超,15,15,4.323396605,42,42,10.22273973,0.184453506,0.184453506,1190.004041,0.000245459,81.32130584,17850.06062
指數今,68,65,3.823744378,3099,2523,9.513791125,13.61003372,11.08038563,262.3848042,1.77065E-05,5.866221825,17842.16669
買超萬張,35,26,4.446750192,367,275,10.98235357,1.611772305,1.207731291,508.9348866,6.49797E-05,21.52796751,17812.72103
張第名群創,17,16,4.368876235,60,54,10.52316912,0.263505009,0.237154508,1047.702192,0.00020364,67.46656485,17810.93726
對於台股,37,37,4.095411821,590,564,10.44128659,2.591132589,2.476947085,481.1734534,4.50879E-05,14.93774341,17803.41778
數拉,39,36,4.162702031,600,562,10.46732668,2.63505009,2.468163584,455.5549156,4.40254E-05,14.58574311,17766.64171
聯電南亞,17,17,4.310150882,63,61,10.45524451,0.276680259,0.267896759,1045.041679,0.000191539,63.45728128,17765.70853
年線點,52,39,4.269009673,1036,833,10.43825039,4.549853156,3.658327875,341.4220461,3.21778E-05,10.66060816,17753.9464
幅度,158,125,3.409618055,14568,11392,7.557283252,63.97901619,50.03081771,112.3383257,7.54131E-06,2.498460064,17749.45545
電新,49,49,3.961762757,1323,1203,10.05644009,5.810285449,5.283275431,361.7362055,2.79942E-05,9.274549594,17725.07407
本波,57,49,4.058485717,1649,1357,10.06922801,7.241995998,5.959604954,310.8386579,2.48172E-05,8.22202149,17717.8035
記憶體,120,83,3.829839141,12097,5412,9.08207197,53.12700157,23.76815181,147.6097876,1.05404E-05,3.492067901,17713.17451
張南,24,19,4.484578356,129,106,10.87126065,0.566535769,0.465525516,737.9332231,0.000123193,40.81408935,17710.39735
憶體,120,83,3.829839141,12104,5413,9.082113043,53.15774382,23.77254356,147.5606338,1.05385E-05,3.491422774,17707.27606
點股,96,93,3.561965249,5882,5702,8.414387243,25.83227438,25.04175936,184.4248404,1.12097E-05,3.71379657,17704.78467
超億元期貨部,30,30,4.175786691,316,316,10.57093882,1.387793047,1.387793047,589.8994725,6.52486E-05,21.61705598,17696.98418
金群,40,40,4.061303046,754,702,10.36765771,3.311379613,3.083008605,442.0565843,3.91616E-05,12.97433939,17682.26337
來到點,69,64,3.851418356,3393,2499,9.615978997,14.90120826,10.97498363,256.1873856,1.76015E-05,5.83144378,17676.9296
念股半導體矽,23,23,4.253791037,148,148,10.62026152,0.649979022,0.649979022,768.5223994,0.000106808,35.38575741,17676.01519
盤之上,49,43,4.11437119,1053,952,10.22335737,4.624512908,4.180946143,360.4253417,3.10433E-05,10.28475339,17660.84175
為以點作收成,19,19,4.293421062,85,85,10.51897635,0.373298763,0.373298763,929.4271334,0.000153628,50.89757024,17659.11553
聯電新光金,21,21,4.274378312,120,114,10.66419159,0.527010018,0.500659517,839.3388038,0.000126605,41.94467354,17626.11488
上內,94,94,3.537234682,5797,5746,8.387332958,25.45897562,25.23499636,187.38365,1.12434E-05,3.724985677,17614.0631
聯電漲,12,12,4.332352012,22,22,9.786179772,0.096618503,0.096618503,1466.494369,0.000374883,124.1998126,17597.93243
點大關,74,61,3.952461833,2873,2427,9.519240244,12.61749818,10.65877761,237.7607229,1.72742E-05,5.72298271,17594.2935
商時報晨訊,35,35,4.1183245,489,489,10.44412536,2.147565823,2.147565823,502.5608154,4.91922E-05,16.29752142,17589.62854
工商時報晨訊,35,35,4.1183245,489,489,10.44412536,2.147565823,2.147565823,502.5608154,4.91922E-05,16.29752142,17589.62854
點股聯電,11,11,4.330753969,17,17,9.568127249,0.074659753,0.074659753,1598.760449,0.000444714,147.3350718,17586.36494
焦點股聯電,11,11,4.330753969,17,17,9.568127249,0.074659753,0.074659753,1598.760449,0.000444714,147.3350718,17586.36494
破年,70,46,4.267946255,1855,1430,10.09416098,8.146696529,6.280202715,251.2120019,2.21085E-05,7.32460433,17584.84013
月線季線,40,33,4.278694884,544,493,10.56195182,2.389112082,2.165132824,439.1365847,4.60049E-05,15.24155915,17565.46339
股包括台,28,26,4.277362184,240,227,10.69566276,1.054020036,0.996927284,627.0804854,7.87199E-05,26.08013685,17558.25359
基本面佳的蘋,22,22,4.264240677,131,131,10.60793105,0.57531927,0.57531927,797.8473321,0.000115422,38.23963695,17552.64131
口多單未平倉,18,15,4.480711666,58,51,10.53599809,0.254721509,0.223979258,974.7812867,0.000202143,66.97048716,17546.06316
小跌點至點開,13,13,4.331300055,28,28,9.967439446,0.122969004,0.122969004,1348.453038,0.000319097,105.7176976,17529.88949
創買超張,18,16,4.417499257,67,58,10.6169904,0.29424726,0.254721509,973.2738944,0.000189596,62.81369831,17518.9301
名新光金,20,18,4.389422933,84,81,10.56173749,0.368907013,0.355731762,875.1543572,0.00015273,50.59992363,17503.08714
等股價,56,41,4.259908924,1411,981,10.49231293,6.196759462,4.308306897,312.4847823,2.87245E-05,9.516499399,17499.14781
資買盤,51,42,4.168612145,1074,950,10.24883549,4.716739661,4.172162643,342.9744719,3.03852E-05,10.06672165,17491.69807
創聯,27,27,4.209904483,253,237,10.7044374,1.111112788,1.040844786,647.4334586,7.82983E-05,25.94046718,17480.70338
順利,135,106,3.560933492,10015,8404,7.979735376,43.98337775,36.90826826,129.3386989,8.66876E-06,2.871985194,17460.72435
金融美國,19,19,4.293421062,86,86,10.52231009,0.377690513,0.377690513,918.1867131,0.000151842,50.30573803,17445.54755
從權值股,16,16,4.317304611,55,52,10.4249481,0.241546258,0.228371008,1089.211295,0.000211472,70.06143273,17427.38071
紅棒作收觀察,16,16,4.317304611,52,52,10.33227974,0.228371008,0.228371008,1089.211295,0.000211472,70.06143273,17427.38071
塑化紡織及,15,15,4.323396605,43,43,10.23565172,0.188845256,0.188845256,1161.640535,0.000239751,79.43011268,17424.60803
達賣超前五大,15,15,4.323396605,43,43,10.23565172,0.188845256,0.188845256,1161.640535,0.000239751,79.43011268,17424.60803
佈局集團龍頭,15,15,4.323396605,43,43,10.23565172,0.188845256,0.188845256,1161.640535,0.000239751,79.43011268,17424.60803
評等,106,64,4.104381096,6230,3360,9.55966303,27.36060344,14.7562805,164.3330044,1.30911E-05,4.337136312,17419.29847
聯電台積電,27,25,4.291169791,230,205,10.78600798,1.010102535,0.900308781,645.1065782,8.38153E-05,27.76825078,17417.87761
盤股價,87,44,4.466335879,2430,1569,10.19479098,10.67195286,6.890655986,199.8508438,1.92738E-05,6.385458814,17387.02341
多單未平倉,25,20,4.464563835,139,124,10.77049469,0.610453271,0.544577019,695.0595975,0.000110852,36.72575103,17376.48994
多頭格局,57,37,4.394686895,985,831,10.38542748,4.325873898,3.649544375,304.7648627,3.06011E-05,10.13825185,17371.59718
光台,62,59,3.887039897,2202,2037,9.602986776,9.670633831,8.945995056,280.0586626,1.99066E-05,6.595129958,17363.63708
加碼空單口,26,22,4.396314836,200,155,10.99207889,0.87835003,0.680721273,667.6912611,9.75502E-05,32.3186609,17359.97279
早盤股價,75,37,4.584748843,1825,1036,10.67389083,8.014944024,4.549853156,231.4386848,2.45459E-05,8.132130584,17357.90136
南亞台,41,41,4.050021745,890,763,10.4173093,3.908657634,3.350905365,423.0063737,3.69314E-05,12.23549923,17343.26132
釋出,91,78,3.760256268,5084,4227,8.914462162,22.32765776,18.56392788,190.2962935,1.26823E-05,4.201696995,17316.9627
及高,67,63,3.853416422,2640,2418,9.447946519,11.5942204,10.61925186,258.374395,1.79069E-05,5.932621319,17311.08446
仍未,77,63,3.935794888,2873,2666,9.337383089,12.61749818,11.7084059,224.6956287,1.62412E-05,5.380749569,17301.56341
超億元合計買,22,22,4.264240677,133,133,10.60976764,0.58410277,0.58410277,785.2054086,0.000113686,37.66460481,17274.51899
元合計買超億,22,22,4.264240677,133,133,10.60976764,0.58410277,0.58410277,785.2054086,0.000113686,37.66460481,17274.51899
工商,238,197,2.932208514,29220,24668,6.165786999,128.3269394,108.3356927,72.56481398,5.4887E-06,1.818421935,17270.42573
張新光金,22,18,4.468383225,96,90,10.6347281,0.421608014,0.395257514,784.1140204,0.000137457,45.53993127,17250.50845
群創聯電,20,20,4.284133575,105,101,10.62221153,0.461133766,0.443566765,862.224384,0.000136096,45.08904086,17244.48768
漲停鎖,42,38,4.152811904,754,680,10.42127477,3.311379613,2.986390102,410.5133074,3.84071E-05,12.72439256,17241.55891
張到,44,23,4.761215552,365,276,10.96942643,1.602988805,1.212123041,391.6364644,5.72738E-05,18.97497136,17232.00443
嘉聯益張,14,11,4.552946905,26,22,10.08928214,0.114185504,0.096618503,1230.444728,0.000343643,113.8498282,17226.2262
高台,74,66,3.85429365,3152,2815,9.315433758,13.84279647,12.36277667,232.7108062,1.6114E-05,5.338606508,17220.59966
點上,94,78,3.778156898,6088,4327,9.014134303,26.73697491,19.0031029,183.161344,1.23892E-05,4.104592835,17217.16634
人看好,68,59,3.942883512,2467,2193,9.571356756,10.83444762,9.631108079,253.0640783,1.84906E-05,6.125982547,17208.35733
群創友達,36,36,4.106854605,599,539,10.5338707,2.63065834,2.367153331,477.8602046,4.5904E-05,15.20814031,17202.96737
華南,75,74,3.719269164,5235,3442,9.359567791,22.99081204,15.11640402,229.3718712,1.4776E-05,4.895344152,17202.89034
紡織股,40,39,4.089913695,808,686,10.48710625,3.548534121,3.012740603,429.8686842,3.90731E-05,12.9450242,17194.74737
商買超億元合,23,23,4.253791037,152,152,10.62220866,0.667546023,0.667546023,747.1222711,0.000103997,34.45455326,17183.81224
未平倉口,61,31,4.655682439,788,642,10.57006903,3.460699118,2.819503596,281.6596434,3.31867E-05,10.99484322,17181.23825
有利台,43,36,4.230826379,688,630,10.44163612,3.021524103,2.766802595,399.1775242,3.92734E-05,13.01140893,17164.63354
及月,76,62,3.94807236,2944,2586,9.418719233,12.92931244,11.35706589,225.8247685,1.64778E-05,5.459156494,17162.68241
電南亞科,31,31,4.164314309,376,357,10.60957426,1.651298056,1.567854804,552.5072659,5.96802E-05,19.77223907,17127.72524
張富邦上証正,16,12,4.592684577,39,30,10.47594397,0.171278256,0.131752505,1069.090103,0.000274914,91.07986254,17105.44165
加碼空單,28,23,4.407662366,230,184,10.94379416,1.010102535,0.808082028,609.4445941,8.59107E-05,28.46245704,17064.44863
攻堅,59,45,4.183018068,1525,1234,10.16078683,6.697418979,5.419419685,289.0756629,2.50631E-05,8.303472071,17055.46411
亞台,44,44,4.016489269,1085,935,10.28798009,4.765048913,4.10628639,387.578516,3.23428E-05,10.71527795,17053.45471
變數,90,78,3.754157999,5116,4239,8.913826339,22.46819377,18.61662889,189.4212312,1.26464E-05,4.189802594,17047.91081
依序,77,47,4.303079737,1992,1633,9.919488814,8.748366299,7.171727995,221.1867561,1.9781E-05,6.553511236,17031.38022
上漲激勵昨日,15,15,4.323396605,44,44,10.24806515,0.193237007,0.193237007,1134.56648,0.000234302,77.62488285,17018.4972
操作上建議汰,15,15,4.323396605,44,44,10.24806515,0.193237007,0.193237007,1134.56648,0.000234302,77.62488285,17018.4972
作上建議汰弱,15,15,4.323396605,44,44,10.24806515,0.193237007,0.193237007,1134.56648,0.000234302,77.62488285,17018.4972
上建議汰弱留,15,15,4.323396605,44,44,10.24806515,0.193237007,0.193237007,1134.56648,0.000234302,77.62488285,17018.4972
貨貿易,25,25,4.232179437,197,195,10.64175435,0.86517478,0.856391279,680.6629822,8.81135E-05,29.19226364,17016.57455
以元作收,77,39,4.536981464,1832,1179,10.43867489,8.045686275,5.177873427,220.9278118,2.27346E-05,7.532049701,17011.44151
股強,59,53,3.986112026,1827,1653,9.810319767,8.023727524,7.259562998,288.1974545,2.20364E-05,7.300714935,17003.64982
選股上以,21,21,4.274378312,118,118,10.59290393,0.518226518,0.518226518,809.4974507,0.000122313,40.5228202,16999.44646
金融及,35,34,4.150352097,521,478,10.55878321,2.288101828,2.099256572,484.770392,4.88864E-05,16.19620987,16966.96372
海買超張,14,14,4.328171433,36,36,10.13298594,0.158103005,0.158103005,1211.856232,0.000267278,88.54986636,16965.98725
勵台股昨日以,14,14,4.328171433,36,36,10.13298594,0.158103005,0.158103005,1211.856232,0.000267278,88.54986636,16965.98725
生技及高殖利,14,14,4.328171433,36,36,10.13298594,0.158103005,0.158103005,1211.856232,0.000267278,88.54986636,16965.98725
技及高殖利率,14,14,4.328171433,36,36,10.13298594,0.158103005,0.158103005,1211.856232,0.000267278,88.54986636,16965.98725
半導體類,48,42,4.12807575,1087,927,10.30508184,4.773832413,4.071152389,353.3637024,3.11391E-05,10.31648928,16961.45771
即將,148,125,3.379349924,12827,11295,7.495351849,56.33297918,49.60481795,114.5943824,7.60608E-06,2.519916516,16959.9686
幅收斂,61,58,3.897888057,2238,1989,9.663608206,9.828736836,8.735191049,277.8441121,2.00415E-05,6.639808984,16948.49084
海賣超張,18,16,4.417499257,62,60,10.44933667,0.272288509,0.263505009,939.7820388,0.000183276,60.71990836,16916.0767
類股均呈上揚,13,13,4.331300055,29,29,9.991985993,0.127360754,0.127360754,1301.066737,0.000308093,102.0722597,16913.86759
股均呈上揚其,13,13,4.331300055,29,29,9.991985993,0.127360754,0.127360754,1301.066737,0.000308093,102.0722597,16913.86759
均呈上揚其中,13,13,4.331300055,29,29,9.991985993,0.127360754,0.127360754,1301.066737,0.000308093,102.0722597,16913.86759
呈下跌其中電,13,13,4.331300055,29,29,9.991985993,0.127360754,0.127360754,1301.066737,0.000308093,102.0722597,16913.86759
漲超過,70,42,4.380351929,1620,1255,10.19368428,7.114635243,5.511646438,241.5612033,2.30008E-05,7.620227543,16909.28423
晶圓代工二哥,17,17,4.310150882,70,64,10.56682327,0.307422511,0.28107201,994.4873327,0.00018256,60.48272122,16906.28466
觀察上周,20,20,4.284133575,106,103,10.61092192,0.465525516,0.452350265,844.7228604,0.000133453,44.21352551,16894.45721
早盤一度,56,50,4.023053185,1553,1440,9.89897227,6.820387983,6.324120216,301.6360236,2.38641E-05,7.906238068,16891.61732
乖離,53,49,4.011950936,1490,1331,9.999151745,6.543707724,5.84541945,318.5943863,2.5302E-05,8.382631977,16885.50248
與聯電,21,20,4.323584511,124,108,10.78614772,0.544577019,0.474309016,803.8063696,0.000127275,42.16660303,16879.93376
報利多,38,29,4.386831702,433,383,10.68046166,1.901627815,1.682040308,443.6700586,5.20399E-05,17.24096615,16859.46223
毛利率,180,129,3.425436286,21966,12832,7.542183896,96.4691838,56.35493793,93.64405743,6.90927E-06,2.289062942,16855.93034
外資大,61,51,4.053470502,1767,1595,9.842820696,7.760222515,7.00484149,276.3194535,2.19759E-05,7.280678667,16855.48666
日賣超,62,39,4.389076751,1231,1003,10.30305096,5.406244435,4.404925401,271.7002168,2.6724E-05,8.853725422,16845.41344
人氣,79,69,3.836498553,3877,3216,9.236226001,17.02681533,14.12386848,213.2128187,1.47459E-05,4.885347105,16843.81268
聯電友達,27,27,4.209904483,255,246,10.66005301,1.119896288,1.080370537,621.8488644,7.54337E-05,24.9914257,16789.91934
第名台積電,16,16,4.317304611,58,54,10.4673999,0.254721509,0.237154508,1047.702192,0.00020364,67.46656485,16763.23507
億元合計買超,22,22,4.264240677,137,137,10.6131091,0.601669771,0.601669771,761.0296528,0.000110367,36.56490832,16742.65236
疑慮,110,99,3.549998089,8358,6987,8.249121786,36.70624776,30.6851583,152.0903869,9.73826E-06,3.22631544,16729.94255
股半導體矽晶,23,23,4.253791037,157,156,10.63308019,0.689504774,0.685113023,726.8204862,0.000101331,33.57110318,16716.87118
創波段新高,62,51,4.063747569,2032,1626,9.947447419,8.924036305,7.140985744,269.3764139,2.15569E-05,7.14187114,16701.33766
跌點以點,53,46,4.086700294,1344,1199,10.07909951,5.902512202,5.26570843,315.1109735,2.63679E-05,8.735766633,16700.8816
上元,67,56,3.997977276,2426,2027,9.705392845,10.65438586,8.902077554,249.1793949,1.89877E-05,6.290666382,16695.01946
線季線,44,36,4.246866634,732,658,10.44190691,3.21476111,2.889771599,379.3681221,3.76022E-05,12.45773196,16692.19737
為盤,46,44,4.045821721,1054,989,10.15778951,4.628904658,4.343440899,362.0730008,3.05769E-05,10.13021727,16655.35804
友達台,30,30,4.175786691,354,334,10.6345134,1.554679553,1.46684455,555.0287928,6.17322E-05,20.45206494,16650.86378
變化電子類股,17,17,4.310150882,65,65,10.42834748,0.28546376,0.28546376,978.6731666,0.000179752,59.55221782,16637.44383
股中小型,27,25,4.291169791,223,214,10.68046168,0.979360283,0.939834532,615.9505131,8.02903E-05,26.60042714,16630.66385
次族群部份表,15,15,4.323396605,45,45,10.2600069,0.197628757,0.197628757,1108.695911,0.000229095,75.89988545,16630.43866
族群部份表現,15,15,4.323396605,45,45,10.2600069,0.197628757,0.197628757,1108.695911,0.000229095,75.89988545,16630.43866
群部份表現強,15,15,4.323396605,45,45,10.2600069,0.197628757,0.197628757,1108.695911,0.000229095,75.89988545,16630.43866
部份表現強勢,15,15,4.323396605,45,45,10.2600069,0.197628757,0.197628757,1108.695911,0.000229095,75.89988545,16630.43866
份表現強勢者,15,15,4.323396605,45,45,10.2600069,0.197628757,0.197628757,1108.695911,0.000229095,75.89988545,16630.43866
息元,81,61,4.006534554,3420,2687,9.480456808,15.01978551,11.80063265,205.1227098,1.56027E-05,5.16921438,16614.93949
營收創,77,62,3.955852708,3157,2669,9.42092664,13.86475522,11.72158115,215.6636864,1.59654E-05,5.289388795,16606.10386
賣超張第名富,16,11,4.675975099,34,26,10.39235894,0.149319505,0.114185504,1037.793355,0.000290775,96.33447,16604.69369
股再,63,55,3.982062782,2057,1886,9.681846623,9.033830059,8.282840783,263.4957042,2.00428E-05,6.640233881,16600.22937
漲多拉回,50,38,4.272683806,987,813,10.42570629,4.334657398,3.570492872,331.9964508,3.2124E-05,10.64278837,16599.82254
跌點以,54,47,4.073357353,1423,1271,10.03447454,6.249460464,5.581914441,307.3242755,2.5415E-05,8.420050235,16595.51088
張群,21,20,4.323584511,114,110,10.63446051,0.500659517,0.483092517,788.4818429,0.000124961,41.39993752,16558.1187
口合計三大法,26,26,4.221106909,224,224,10.62021034,0.983752034,0.983752034,636.1487864,7.97742E-05,26.4294244,16539.86845
場上漲,70,63,3.879355033,26551,2575,11.4418173,116.6053582,11.30875664,236.2757221,1.68151E-05,5.570904214,16539.30055
現階段,91,75,3.810658624,4665,4082,8.914482951,20.48751445,17.92712411,181.6974737,1.26277E-05,4.183604661,16534.47011
股盤後,72,72,3.730334714,3342,3287,9.063510619,14.677229,14.43568274,229.5458192,1.50546E-05,4.987640784,16527.29898
邦買超,14,14,4.328171433,45,37,10.48555859,0.197628757,0.162494756,1178.355269,0.000260054,86.15662673,16496.97377
終場指數上揚,14,14,4.328171433,37,37,10.14959394,0.162494756,0.162494756,1178.355269,0.000260054,86.15662673,16496.97377
研華,59,43,4.237725931,2879,1168,10.93755003,12.64384868,5.129564175,279.5890373,2.53025E-05,8.382778445,16495.7532
超張第名鴻,14,13,4.397243884,33,32,10.11202334,0.144927755,0.140536005,1176.679346,0.00027921,92.5029854,16473.51085
五日線,43,37,4.19949015,822,687,10.50465274,3.610018623,3.017132353,382.7592423,3.70154E-05,12.26330027,16458.64742
張自營商賣超,19,19,4.293421062,91,91,10.53769079,0.399649264,0.399649264,865.6916926,0.000143499,47.54168649,16448.14216
外資期貨,51,42,4.168612145,1064,999,10.1505502,4.67282216,4.3873584,322.4516165,2.88949E-05,9.572958526,16445.03244
場加權指數上,37,37,4.095411821,605,605,10.35622362,2.657008841,2.657008841,443.8980494,4.20323E-05,13.92543353,16424.22783
名群創,21,20,4.323584511,118,111,10.67449013,0.518226518,0.487484267,781.0267865,0.000123835,41.02696511,16401.56252
方格局,31,29,4.236473351,375,327,10.74238578,1.646906306,1.436102299,529.04898,6.09519E-05,20.19354751,16400.51838
為華新,20,20,4.284133575,109,106,10.61556111,0.478700766,0.465525516,819.7095118,0.000129676,42.96219931,16394.19024
漲漲幅介,20,20,4.284133575,106,106,10.57320047,0.465525516,0.465525516,819.7095118,0.000129676,42.96219931,16394.19024
到外資,40,38,4.119267561,734,681,10.38742783,3.22354461,2.990781852,409.8076743,3.83507E-05,12.7057077,16392.30697
買超張台,17,14,4.498224311,53,45,10.53480981,0.232762758,0.197628757,963.956132,0.000213822,70.83989309,16387.25424
張法人指出,18,18,4.302136379,78,78,10.49289741,0.342556512,0.342556512,910.1718983,0.000158604,52.54607454,16383.09417
第名友達,17,17,4.310150882,68,66,10.48221314,0.29863901,0.28985551,963.3383508,0.000177028,58.64991149,16376.75196
面觀察上周,17,17,4.310150882,67,66,10.45840255,0.29424726,0.28985551,963.3383508,0.000177028,58.64991149,16376.75196
點開出後早盤,17,17,4.310150882,66,66,10.43423389,0.28985551,0.28985551,963.3383508,0.000177028,58.64991149,16376.75196
出籠,60,55,3.951920998,2034,1838,9.719122141,8.932819805,8.072036776,272.8225593,2.05662E-05,6.813645865,16369.35356
達方,52,49,3.999768261,2148,1344,10.36147265,9.433479323,5.902512202,314.6784608,2.50573E-05,8.301549971,16363.27996
股均呈下跌其,13,13,4.331300055,30,30,10.01525914,0.131752505,0.131752505,1256.839817,0.000297824,98.66985109,16338.91762
均呈下跌其中,13,13,4.331300055,30,30,10.01525914,0.131752505,0.131752505,1256.839817,0.000297824,98.66985109,16338.91762
