gram,TF,DF,TF_IDF,all_TF,all_DF,all_TF_IDF,expected_TF,expected_DF,DF_chisquare,MI,Lift,TF*DF_chisquare
局第四,19,19,3.892152472,82,82,10.50841183,0.240082342,0.240082342,1465.890862,0.000238874,79.13951471,27851.92637
電華,56,55,3.425366414,1895,1717,9.776283681,5.548244356,5.027090005,496.7668633,3.30233E-05,10.94072315,27818.94434
集團龍頭股中,18,18,3.905002604,70,70,10.45609756,0.20494834,0.20494834,1545.091134,0.000265096,87.82701031,27811.64041
團龍頭股中小,18,18,3.905002604,70,70,10.45609756,0.20494834,0.20494834,1545.091134,0.000265096,87.82701031,27811.64041
龍頭股中小型,18,18,3.905002604,70,70,10.45609756,0.20494834,0.20494834,1545.091134,0.000265096,87.82701031,27811.64041
上証,82,57,3.586604376,3865,2493,9.740826134,11.31607622,7.29908875,338.4231462,2.35712E-05,7.809193991,27750.69799
合晶,83,67,3.388164985,4962,3356,9.365033884,14.5279095,9.825809003,332.683865,2.05817E-05,6.818776956,27612.7608
台股以上漲,25,25,3.809923162,196,185,10.7098856,0.573855353,0.541649185,1104.425043,0.000139315,46.15533575,27610.62607
中最,89,83,3.149044958,5647,5109,8.609768593,16.5334754,14.95830101,309.5052572,1.67483E-05,5.548758508,27545.96789
張第名友達,17,16,3.976113677,55,53,10.40227838,0.161030839,0.155175172,1617.903629,0.000311223,103.1092784,27504.36169
四盤面焦點觀,16,16,3.929178348,50,50,10.31345361,0.146391672,0.146391672,1716.879752,0.000329897,109.2958351,27470.07604
較強分別上漲,16,16,3.929178348,50,50,10.31345361,0.146391672,0.146391672,1716.879752,0.000329897,109.2958351,27470.07604
股以上漲,25,25,3.809923162,197,186,10.70936229,0.576783186,0.544577019,1098.224297,0.000138566,45.90718878,27455.60741
為玉山金,18,18,3.905002604,74,71,10.52711655,0.216659674,0.207876174,1522.828059,0.000261362,86.59001016,27410.90506
美股道瓊,51,49,3.510569572,1397,1299,9.975896895,4.090183307,3.80325563,537.1044969,3.8888E-05,12.8836988,27392.32934
億元資,46,46,3.525528388,1121,1056,10.11008926,3.282101279,3.091792106,595.4845092,4.49078E-05,14.87810255,27392.28742
面變化電子類,17,17,3.917388324,60,60,10.39604789,0.175670006,0.175670006,1611.305687,0.000292096,96.77235395,27392.19668
建議,227,183,2.430838812,47912,28346,6.065201161,140.2783555,82.9923665,120.5114058,6.65561E-06,2.205022073,27356.08911
最低點收盤指,27,27,3.781762577,234,234,10.61643121,0.685113023,0.685113023,1010.743123,0.000118953,39.40955591,27290.06431
次為台積電鴻,31,25,3.958354499,298,230,10.9733035,0.872494363,0.67340169,878.797001,0.000112057,37.12494397,27242.70703
賣超張數張第,27,15,4.402422896,129,74,11.35674328,0.377690513,0.216659674,1008.711714,0.000208972,69.23300362,27235.21628
陸股,139,75,3.494122464,10509,5844,8.805384034,30.76860155,17.11025859,195.8604041,1.32306E-05,4.383335274,27224.59617
多單加碼口淨,26,24,3.879800771,303,180,11.36674608,0.88713353,0.527010018,1045.485361,0.000137457,45.53993127,27182.61937
單加碼口淨多,26,24,3.879800771,303,180,11.36674608,0.88713353,0.527010018,1045.485361,0.000137457,45.53993127,27182.61937
泥塑膠生技及,14,14,3.950257045,34,34,10.09742755,0.099546337,0.099546337,1941.031869,0.0004245,140.638023,27174.44617
塑膠生技及高,14,14,3.950257045,34,34,10.09742755,0.099546337,0.099546337,1941.031869,0.0004245,140.638023,27174.44617
膠生技及高殖,14,14,3.950257045,34,34,10.09742755,0.099546337,0.099546337,1941.031869,0.0004245,140.638023,27174.44617
收在點周線,19,19,3.892152472,84,84,10.51555064,0.245938008,0.245938008,1430.095508,0.000233186,77.25524055,27171.81466
第四昨日盤面,19,19,3.892152472,84,84,10.51555064,0.245938008,0.245938008,1430.095508,0.000233186,77.25524055,27171.81466
四昨日盤面觀,19,19,3.892152472,84,84,10.51555064,0.245938008,0.245938008,1430.095508,0.000233186,77.25524055,27171.81466
仍有,141,114,2.92835456,13345,11467,7.486940096,39.07193717,33.57346598,192.6648675,1.0249E-05,3.39553861,27165.74632
新張,21,16,4.139708293,89,66,10.91475284,0.260577176,0.193237007,1292.991238,0.000249922,82.79987504,27152.81599
泥及,30,28,3.813809828,306,279,10.71727287,0.895917031,0.816865528,904.583159,0.000103462,34.27736762,27137.49477
五日十日,22,17,4.114050392,93,78,10.77004431,0.272288509,0.228371008,1231.713,0.000224689,74.44027227,27097.68599
力新,88,70,3.36163841,6282,3837,9.290238285,18.39264963,11.23409688,307.4062299,1.88076E-05,6.231030471,27051.74823
高點最低點收,27,27,3.781762577,236,236,10.61561103,0.69096869,0.69096869,1001.731537,0.000117945,39.07557662,27046.75151
點最低點收盤,27,27,3.781762577,236,236,10.61561103,0.69096869,0.69096869,1001.731537,0.000117945,39.07557662,27046.75151
低點收盤指數,27,27,3.781762577,236,236,10.61561103,0.69096869,0.69096869,1001.731537,0.000117945,39.07557662,27046.75151
張中,66,31,4.216374311,871,699,10.54249646,2.550142921,2.04655557,409.6160186,4.57207E-05,15.14740203,27034.65723
名富邦,31,18,4.313790852,180,122,11.17816807,0.527010018,0.357195679,871.4230399,0.000152104,50.3925469,27014.11424
二中國,24,24,3.823953345,171,168,10.65245089,0.500659517,0.491876017,1123.51868,0.000147275,48.79278351,26964.44832
張自,43,28,4.05452412,456,393,10.70551942,1.335092046,1.150638539,626.5114423,7.34503E-05,24.33431442,26939.99202
第名鴻海,16,16,3.929178348,54,51,10.41767526,0.158103005,0.149319505,1682.593791,0.000323428,107.1527795,26921.50065
化三大類股漲,16,16,3.929178348,51,51,10.32303149,0.149319505,0.149319505,1682.593791,0.000323428,107.1527795,26921.50065
盤面焦點觀察,16,16,3.929178348,51,51,10.32303149,0.149319505,0.149319505,1682.593791,0.000323428,107.1527795,26921.50065
為口,45,29,4.044487473,550,439,10.76386931,1.610308388,1.285318877,597.5976571,6.81023E-05,22.56249442,26891.89457
電器,60,60,3.357730509,2720,2189,9.667269776,7.963706939,6.409027386,448.1167224,2.82575E-05,9.361794916,26887.00334
跌傳產,26,26,3.795851211,216,213,10.64306208,0.632412022,0.623628521,1032.602274,0.000125841,41.69148638,26847.65913
超張第名富邦,20,12,4.389422933,53,36,10.79881942,0.155175172,0.105402004,1342.30334,0.000343643,113.8498282,26846.0668
日十日,22,17,4.114050392,94,79,10.77044784,0.275216343,0.231298841,1215.697135,0.000221845,73.49799034,26745.33696
科賣超前五大,18,17,3.96098655,67,65,10.47714106,0.19616484,0.190309173,1484.771863,0.000269627,89.32832672,26725.89354
場加權指數,65,65,3.301961909,2725,2718,9.252067712,7.978346106,7.957851272,408.8800633,2.46543E-05,8.16803403,26577.20411
遠東新張,14,13,4.019329497,35,30,10.28593198,0.10247417,0.087835003,1898.149931,0.000446735,148.0047766,26574.09904
及塑膠等,17,17,3.917388324,62,62,10.40957179,0.181525673,0.181525673,1558.242833,0.000282674,93.65066511,26490.12815
五台,55,37,3.887396328,1055,846,10.43171028,3.088864272,2.476947085,481.1734534,4.50879E-05,14.93774341,26464.53994
數表,59,51,3.544478211,1730,1628,9.783830195,5.06515184,4.76651283,448.4484596,3.22957E-05,10.69964601,26458.45911
張投信買超,21,21,3.865455792,118,116,10.61570963,0.345484345,0.339628678,1256.816548,0.000186633,61.83223427,26393.14752
收成,107,85,3.203127446,7475,6197,8.421813965,21.88555491,18.14378379,246.3517918,1.41405E-05,4.684800094,26359.64172
第名友達,18,17,3.96098655,68,66,10.48221314,0.199092673,0.193237007,1461.76598,0.000265542,87.97486723,26311.78764
大台,126,69,3.558985552,7134,4893,8.88475499,20.88716371,14.32588899,208.6612857,1.45379E-05,4.816455024,26291.32199
張新光金,22,18,4.055903066,96,90,10.6347281,0.28107201,0.263505009,1193.841649,0.000206186,68.30989691,26264.51629
指數點下跌點,32,16,4.465809997,196,103,11.54721991,0.573855353,0.301566844,817.2012566,0.000160144,53.05623061,26150.44021
指標股,61,49,3.611390853,2019,1571,10.00534855,5.911295702,4.599626324,428.5985521,3.2155E-05,10.6530393,26144.51168
集中,202,119,3.011918051,25478,14948,7.274764641,74.59534022,43.76525416,129.3324371,8.20715E-06,2.719051957,26125.15229
超張元,24,14,4.381120823,86,60,10.9811107,0.251793675,0.175670006,1087.903986,0.00024055,79.69487973,26109.69567
元台股,56,55,3.425366414,1880,1811,9.669456872,5.504326855,5.302306348,465.8087617,3.13092E-05,10.37284464,26085.29066
跌金融,38,38,3.629724918,669,649,10.35917999,1.958720567,1.900163898,685.8346102,6.03625E-05,19.9982749,26061.71519
法說,201,105,3.189508093,19278,12416,7.53778616,56.44277293,36.35197991,129.6366986,8.71838E-06,2.888425892,26056.97641
日加,43,39,3.675550693,839,763,10.34971018,2.456452251,2.23393691,605.0947049,5.26949E-05,17.45796841,26019.07231
漲價概念,42,33,3.851606217,750,544,10.79059816,2.195875075,1.592741388,619.3195588,6.25379E-05,20.71899447,26011.42147
名華,41,21,4.349115743,284,223,10.95365125,0.831504695,0.652906856,634.0938157,9.70829E-05,32.1638528,25997.84645
跌點以點,53,45,3.632983205,1344,1199,10.07909951,3.935008135,3.510472287,490.355932,3.8692E-05,12.81878799,25988.8644
上漲與,37,27,3.99460143,386,330,10.7659001,1.130143705,0.966185033,701.4800463,8.43486E-05,27.94495783,25954.76171
跌點以,54,46,3.617727325,1423,1271,10.03447454,4.166306976,3.721276294,480.3433922,3.73113E-05,12.36135035,25938.54318
外資連,71,58,3.488069054,2888,2423,9.527264435,8.455582956,7.094140409,365.2883071,2.46776E-05,8.175761495,25935.46981
連續,244,158,2.669651538,36707,24281,6.315760722,107.4719818,71.0907236,106.2476501,6.7084E-06,2.222512193,25924.42662
數開低,38,37,3.659603643,684,620,10.4613952,2.002638068,1.815256729,681.978554,6.15231E-05,20.38279182,25915.18505
億元台,76,75,3.202630635,4358,4015,8.8913787,12.7594981,11.75525124,340.264803,1.92577E-05,6.380127357,25860.12503
回檔,119,84,3.267745421,9667,6584,8.483648126,28.3033658,19.27685533,217.3116614,1.31528E-05,4.357557215,25860.0877
盤後,148,126,2.810123754,17692,14071,7.199427299,51.7992291,41.19754424,174.5603199,9.23153E-06,3.058434728,25834.92735
較強,58,50,3.558747351,1841,1580,9.901613594,5.390141351,4.625976825,445.0523764,3.26243E-05,10.80852799,25813.03783
電買,52,32,4.024089643,844,627,10.6912649,2.471091418,1.835751563,495.645436,5.26151E-05,17.43155264,25773.56267
張第名鴻海,15,15,3.940205955,45,44,10.28590182,0.131752505,0.128824671,1716.688689,0.000351453,116.4373243,25750.33033
操作上建議汰,15,15,3.940205955,44,44,10.24806515,0.128824671,0.128824671,1716.688689,0.000351453,116.4373243,25750.33033
作上建議汰弱,15,15,3.940205955,44,44,10.24806515,0.128824671,0.128824671,1716.688689,0.000351453,116.4373243,25750.33033
上建議汰弱留,15,15,3.940205955,44,44,10.24806515,0.128824671,0.128824671,1716.688689,0.000351453,116.4373243,25750.33033
觀察上周,20,20,3.878942305,106,103,10.61092192,0.310350344,0.301566844,1286.707332,0.00020018,66.32028826,25734.14664
棒作收,29,27,3.830033472,273,265,10.64172526,0.799298527,0.77587586,886.3591748,0.000105038,34.79938144,25704.41607
加碼口淨多單,26,24,3.879800771,313,190,11.33070828,0.916411865,0.556288352,987.9905152,0.000130222,43.14309278,25687.75339
生技及高殖利,14,14,3.950257045,36,36,10.13298594,0.105402004,0.105402004,1831.652596,0.000400916,132.8247995,25643.13634
技及高殖利率,14,14,3.950257045,36,36,10.13298594,0.105402004,0.105402004,1831.652596,0.000400916,132.8247995,25643.13634
點終,57,52,3.502078655,1813,1684,9.768267528,5.308162015,4.930471502,449.3567222,3.18339E-05,10.54665867,25613.33317
標股,62,50,3.596046848,2145,1681,9.939142803,6.280202715,4.921688002,412.8774949,3.06641E-05,10.15911614,25598.40468
電器電纜,47,47,3.512937249,1295,1189,10.05467852,3.791544296,3.481193952,544.0336005,4.07516E-05,13.50111503,25569.57922
點下,83,61,3.507102727,4462,3019,9.486724632,13.06399278,8.839129136,307.8082023,2.08303E-05,6.901132347,25548.08079
月日盤,46,45,3.550945258,1235,1077,10.18010694,3.61587429,3.153276608,555.3424188,4.3075E-05,14.27086983,25545.75127
呈下跌其中電,13,13,3.959053108,29,29,9.991985993,0.08490717,0.08490717,1964.493972,0.00046214,153.1083896,25538.42164
台股以上漲點,24,24,3.823953345,188,177,10.7138699,0.550432685,0.518226518,1064.001295,0.000139787,46.31179451,25536.03108
器電纜,47,47,3.512937249,1299,1192,10.05345144,3.80325563,3.489977453,542.4453561,4.0649E-05,13.46713572,25494.93174
股重挫,72,48,3.730334714,2082,1769,9.813736805,6.095749208,5.179337344,354.0238893,2.79732E-05,9.267594832,25489.72003
股道瓊,51,49,3.510569572,1485,1382,9.927529719,4.347832649,4.046265805,499.4328884,3.65524E-05,12.10993107,25471.07731
集中市場,150,83,3.391092443,13245,7497,8.427506003,38.77915383,21.94996725,169.8000938,1.14135E-05,3.781326826,25470.01407
強茂,55,48,3.577627064,2075,1420,10.222427,6.075254374,4.157523475,462.3335885,3.48483E-05,11.54533469,25428.34737
幅介於,37,37,3.643173946,623,616,10.36139851,1.824040229,1.803545395,686.864007,6.19226E-05,20.51514761,25413.96826
三大類股漲跌,16,16,3.929178348,54,54,10.34984745,0.158103005,0.158103005,1587.355659,0.00030546,101.1998473,25397.69055
鋼鐵,115,90,3.160259969,14018,7292,8.530007888,41.04236907,21.3497614,220.7451021,1.2724E-05,4.215503786,25385.68675
上檔壓力,53,39,3.802291248,1072,938,10.26902711,3.138637441,2.746307761,478.5808131,4.28637E-05,14.20088475,25364.78309
價概念,42,33,3.851606217,767,557,10.77786039,2.245648243,1.630803222,603.3999032,6.10783E-05,20.23542727,25342.79593
指數開低,37,36,3.673733552,651,588,10.4905818,1.906019565,1.721566059,682.5245116,6.3118E-05,20.91119293,25253.40693
變化電子類股,17,17,3.917388324,65,65,10.42834748,0.190309173,0.190309173,1484.771863,0.000269627,89.32832672,25241.12168
點開出後即,18,18,3.905002604,77,77,10.48874135,0.225443174,0.225443174,1401.394703,0.000240996,79.84273664,25225.10465
小紅作收觀察,15,15,3.940205955,45,45,10.2600069,0.131752505,0.131752505,1677.879175,0.000343643,113.8498282,25168.18763
點終場,53,50,3.508327178,1589,1497,9.851650529,4.652327326,4.38296665,474.7728874,3.44331E-05,11.40779841,25162.96303
力道,128,104,3.013180809,11887,9835,7.751924224,34.80315602,28.79524182,196.4128549,1.09015E-05,3.611707818,25140.84543
大成,89,71,3.349071832,6388,4177,9.127122183,18.70299997,12.22956025,282.4275376,1.75236E-05,5.805605315,25136.05085
半導體類,49,40,3.725146103,1087,927,10.30508184,3.182554942,2.714101593,512.227775,4.44845E-05,14.73784184,25099.16098
張第名遠,15,12,4.151090987,37,29,10.42131925,0.108329837,0.08490717,1672.054761,0.000426591,141.3308212,25080.82142
張第名群創,18,15,4.083577891,60,54,10.52316912,0.175670006,0.158103005,1393.280955,0.000286369,94.87485682,25079.05719
漲傳產,28,25,3.888122318,243,226,10.71922534,0.711463524,0.661690356,895.212256,0.000114041,37.78202263,25065.94317
證券,215,201,2.277973876,78696,32644,5.933816462,230.4087799,95.5761946,116.2860563,6.34777E-06,2.103034138,25001.5021
檔壓,57,43,3.729534478,1378,1213,10.08472013,4.034554471,3.551461955,438.1821272,3.65457E-05,12.10768989,24976.38125
聯電股價,16,16,3.929178348,61,55,10.52816429,0.178597839,0.161030839,1557.918632,0.000299906,99.35985005,24926.69811
漲激勵昨日,16,16,3.929178348,55,55,10.35819466,0.161030839,0.161030839,1557.918632,0.000299906,99.35985005,24926.69811
日買,78,55,3.604732871,3359,2448,9.647227166,9.834592503,7.167336245,319.2209272,2.31622E-05,7.673701654,24899.23232
多單未平倉,26,19,4.12481827,139,124,10.77049469,0.406968847,0.363051346,956.7127604,0.000157965,52.33419521,24874.53177
與金融分別,17,17,3.917388324,66,66,10.43423389,0.193237007,0.193237007,1461.76598,0.000265542,87.97486723,24850.02166
面觀察上周,17,17,3.917388324,67,66,10.45840255,0.19616484,0.193237007,1461.76598,0.000265542,87.97486723,24850.02166
別下跌表現,21,21,3.865455792,123,123,10.5993641,0.360123512,0.360123512,1182.939983,0.000176012,58.31332663,24841.73964
分別下跌表現,21,21,3.865455792,123,123,10.5993641,0.360123512,0.360123512,1182.939983,0.000176012,58.31332663,24841.73964
跌深反彈,68,54,3.553036793,2646,2135,9.689131394,7.747047265,6.25092438,364.74193,2.6075E-05,8.638722326,24802.45124
訊號,88,62,3.516831346,4359,3322,9.273325893,12.76242594,9.726262666,280.9448715,1.92407E-05,6.374493691,24723.14869
深反彈,68,54,3.553036793,2653,2141,9.686253574,7.767542099,6.268491381,363.4521891,2.60019E-05,8.614512922,24714.74886
股均呈下跌其,13,13,3.959053108,30,30,10.01525914,0.087835003,0.087835003,1898.149931,0.000446735,148.0047766,24675.94911
均呈下跌其中,13,13,3.959053108,30,30,10.01525914,0.087835003,0.087835003,1898.149931,0.000446735,148.0047766,24675.94911
為台積電鴻海,31,25,3.958354499,323,253,10.93855219,0.945690199,0.740741859,794.4894685,0.00010187,33.74994906,24629.17352
鴻海聯,31,31,3.725607291,409,384,10.60363731,1.197483874,1.124288038,793.8874512,8.32259E-05,27.57300526,24610.51099
反買超張,20,11,4.476375545,53,33,10.90176588,0.155175172,0.096618503,1230.444728,0.000343643,113.8498282,24608.89457
觀望氣氛,55,46,3.628278299,1660,1351,10.08424377,4.8602035,3.955502969,446.9064351,3.51019E-05,11.62936809,24579.85393
十日,50,35,3.893813984,991,749,10.5725861,2.901482933,2.192947242,490.8019173,4.81742E-05,15.96025629,24540.09586
金華,57,52,3.502078655,2055,1746,9.825366516,6.016697706,5.111997175,430.0637762,3.07035E-05,10.1721496,24513.63524
殖利率股,35,35,3.670336355,653,545,10.62006544,1.911875232,1.595669221,699.2986391,6.62064E-05,21.93437057,24475.45237
望氣氛,55,46,3.628278299,1666,1356,10.081215,4.8777705,3.970142136,444.9485413,3.49725E-05,11.58648694,24472.16977
數今天開盤為,26,26,3.795851211,233,233,10.6168336,0.68218519,0.68218519,939.6154536,0.000115039,38.11281802,24430.00179
億元自營商避,27,27,3.781762577,276,260,10.68488988,0.808082028,0.761236693,904.4134453,0.000107058,35.46860032,24419.16302
為華邦電,21,19,3.966392665,111,103,10.68112971,0.324989511,0.301566844,1159.38277,0.000190171,63.00427385,24347.03817
台股周,36,36,3.656712079,673,593,10.51621073,1.970431901,1.736205226,676.1917397,6.25858E-05,20.73487596,24342.90263
電群創,32,32,3.71168471,454,425,10.57560737,1.329236379,1.244329209,760.1776755,7.76228E-05,25.71666707,24325.68562
今天開盤為點,26,26,3.795851211,234,234,10.61643121,0.685113023,0.685113023,935.3836239,0.000114548,37.94994273,24319.97422
天開盤為點盤,26,26,3.795851211,234,234,10.61643121,0.685113023,0.685113023,935.3836239,0.000114548,37.94994273,24319.97422
達賣超張,20,17,4.041351475,93,79,10.75362122,0.272288509,0.231298841,1215.697135,0.000221845,73.49799034,24313.94269
超張國,17,14,4.105461752,52,46,10.47689473,0.152247339,0.134680338,1427.432484,0.000313761,103.9498431,24266.35223
為欣興,21,17,4.078566724,98,83,10.77184563,0.286927676,0.243010175,1155.493625,0.000211154,69.95591852,24265.36613
賣超張國,14,12,4.093933427,31,28,10.14748394,0.090762836,0.081979336,1732.622186,0.000441826,146.3783505,24256.7106
為新光金,24,22,3.913898102,167,157,10.71335924,0.488948183,0.459669849,1009.389291,0.000144461,47.86043732,24225.34298
億元台股,51,51,3.463527988,1597,1554,9.788548691,4.675749993,4.549853156,474.2166545,3.38335E-05,11.20915297,24185.04938
群創賣超,20,18,3.984231664,93,89,10.59996388,0.272288509,0.260577176,1207.654206,0.000208502,69.07742384,24153.08413
化台,59,54,3.475695734,2318,1949,9.736008055,6.786717899,5.706347362,408.7162483,2.85634E-05,9.463146313,24114.25865
賣超張第名元,21,12,4.429843438,83,42,11.3755775,0.243010175,0.122969004,1147.149773,0.000294551,97.58556701,24090.14524
股受,65,60,3.399744702,2781,2545,9.397430012,8.142304778,7.451336088,370.5861669,2.43048E-05,8.05224718,24088.10085
金融及傳產分,15,15,3.940205955,47,47,10.28257328,0.137608171,0.137608171,1605.214928,0.00032902,109.0051546,24078.22392
融及傳產分別,15,15,3.940205955,47,47,10.28257328,0.137608171,0.137608171,1605.214928,0.00032902,109.0051546,24078.22392
連賣,49,33,3.949901363,831,670,10.55999532,2.433029583,1.9616484,491.1070046,5.0777E-05,16.82258655,24064.24323
科賣超前,19,18,3.945660104,87,85,10.55524467,0.254721509,0.248865842,1266.155136,0.000218314,72.32812614,24056.94759
表現疲,51,43,3.664163597,1240,1140,10.08340962,3.630513457,3.337730114,471.3070256,3.88859E-05,12.88300687,24036.65831
族群部份以電,16,16,3.929178348,57,57,10.37407893,0.166886506,0.166886506,1502.143519,0.000289383,95.87353952,24034.2963
加權指數今,36,36,3.656712079,605,600,10.36985353,1.771339227,1.75670006,667.5035867,6.18557E-05,20.49296907,24030.12912
創賣超張,20,17,4.041351475,86,80,10.61447817,0.251793675,0.234226675,1200.08174,0.000219072,72.57926546,24001.63479
分析師,178,137,2.763023317,26500,18006,6.859365433,77.58758599,52.7185688,134.7411321,7.84389E-06,2.598704842,23983.92152
單口淨部位淨,39,11,5.040602801,205,65,12.27770487,0.600205854,0.190309173,613.9978112,0.000174465,57.800682,23945.91464
面上,101,85,3.176627642,7139,6357,8.333565099,20.90180288,18.61223714,236.797706,1.37846E-05,4.566887869,23916.56831
檔壓力,56,42,3.747216055,1352,1188,10.10192728,3.958430802,3.478266119,426.6275007,3.64469E-05,12.07498178,23891.14004
交值前名,26,26,3.795851211,239,238,10.62049519,0.699752191,0.696824357,918.812167,0.000112622,37.31212856,23889.11634
成交值前名,26,26,3.795851211,239,238,10.62049519,0.699752191,0.696824357,918.812167,0.000112622,37.31212856,23889.11634
聯電賣超前五,13,13,3.959053108,31,31,10.03735663,0.090762836,0.090762836,1836.08634,0.000432325,143.230429,23869.12242
不選市布局業,13,13,3.959053108,31,31,10.03735663,0.090762836,0.090762836,1836.08634,0.000432325,143.230429,23869.12242
選市布局業績,13,13,3.959053108,31,31,10.03735663,0.090762836,0.090762836,1836.08634,0.000432325,143.230429,23869.12242
市布局業績題,13,13,3.959053108,31,31,10.03735663,0.090762836,0.090762836,1836.08634,0.000432325,143.230429,23869.12242
台股周一,21,21,3.865455792,141,128,10.74833333,0.412824514,0.374762679,1135.119471,0.000169137,56.03546231,23837.50889
上漲家,52,47,3.570658644,1446,1376,9.907885656,4.233647145,4.028698804,458.3446954,3.52134E-05,11.6662978,23833.92416
張台,82,45,3.88574333,2036,1844,9.713986321,5.96106887,5.398924851,290.4736028,2.51582E-05,8.334992844,23818.83543
淨多單增,54,44,3.670476611,2036,1260,10.42661668,5.96106887,3.689070126,440.4825638,3.60007E-05,11.92712486,23786.05845
權指數今天開,26,26,3.795851211,239,239,10.61434332,0.699752191,0.699752191,914.7560348,0.000112151,37.15601087,23783.65691
點但,74,69,3.293656061,3862,3631,8.991065372,11.30729272,10.6309632,320.4737326,1.95908E-05,6.49047492,23715.05622
中長期均,41,36,3.737506921,761,683,10.42464102,2.228081243,1.999710235,578.0936077,5.43388E-05,18.00260826,23701.83792
下跌聯電,11,11,3.971282561,19,19,9.665269064,0.055628835,0.055628835,2153.186557,0.000596853,197.7391753,23685.05212
金融類股,58,46,3.658817082,1714,1459,9.976049592,5.018306505,4.271708979,407.6238058,3.25036E-05,10.76852384,23642.18074
以小紅作收觀,14,14,3.950257045,39,39,10.18070938,0.114185504,0.114185504,1688.619287,0.000370077,122.6075073,23640.67002
下跌其中電子,14,14,3.950257045,39,39,10.18070938,0.114185504,0.114185504,1688.619287,0.000370077,122.6075073,23640.67002
石化,79,67,3.363266874,6389,3628,9.421330325,18.70592781,10.6221797,299.2284741,1.90386E-05,6.307556633,23639.04945
億元合計,37,37,3.643173946,727,660,10.42877429,2.128534906,1.932370066,636.3888009,5.77944E-05,19.1474711,23546.38563
昨日以,30,30,3.73958729,371,365,10.55796711,1.086226204,1.068659203,783.2454704,8.47338E-05,28.07256037,23497.36411
電子金融及傳,17,17,3.917388324,70,70,10.45609756,0.20494834,0.20494834,1376.316392,0.000250368,82.94773196,23397.37866
子金融及傳產,17,17,3.917388324,70,70,10.45609756,0.20494834,0.20494834,1376.316392,0.000250368,82.94773196,23397.37866
部分外資,44,32,3.916596996,652,589,10.48960074,1.908947399,1.724493892,531.5218999,5.60097E-05,18.55616894,23386.9636
張國,55,30,4.136989848,1361,636,11.23073452,3.984781303,1.862102064,425.1868443,4.86287E-05,16.11082474,23385.27644
多看,49,43,3.640651175,1222,1128,10.08654952,3.577812456,3.302596113,477.165182,3.92996E-05,13.02006014,23381.09392
金南亞,31,31,3.725607291,432,405,10.58932925,1.264824043,1.185772541,749.6278828,7.89105E-05,26.14329388,23238.46437
勢分,106,64,3.571651177,4398,4178,8.818734677,12.87661144,12.23248808,219.0785122,1.57921E-05,5.231969126,23222.32229
盪走,71,59,3.466901261,3143,2723,9.377762335,9.202180481,7.972490439,326.5989156,2.23374E-05,7.400447884,23188.52301
面觀察雖,16,15,3.990957018,54,52,10.39463252,0.158103005,0.152247339,1448.010594,0.000297383,98.52388977,23168.1695
指數收,103,71,3.421116997,7861,4883,8.966256766,23.01569862,14.29661066,224.8976657,1.49899E-05,4.966212042,23164.45956
傳產股,66,56,3.49224118,2808,2350,9.560306026,8.221356281,6.880408569,350.6672952,2.45668E-05,8.139051546,23144.04148
口多單未平倉,18,14,4.151153125,58,51,10.53599809,0.169814339,0.149319505,1284.770868,0.000283,93.75868203,23125.87562
日以上漲點至,13,13,3.959053108,32,32,10.05836603,0.09369067,0.09369067,1777.901906,0.000418814,138.7544781,23112.72478
跌點至點,43,41,3.618353734,1109,932,10.31784964,3.246967278,2.72874076,536.7638089,4.5352E-05,15.02524556,23080.84378
行車水泥及塑,15,15,3.940205955,49,49,10.30352978,0.143463838,0.143463838,1538.482934,0.00031559,104.5559647,23077.244
車水泥及塑膠,15,15,3.940205955,49,49,10.30352978,0.143463838,0.143463838,1538.482934,0.00031559,104.5559647,23077.244
指數今天開盤,26,26,3.795851211,247,246,10.61673354,0.723174858,0.720247025,887.2871232,0.00010896,36.09872601,23069.4652
技術面觀察雖,14,14,3.950257045,40,40,10.19530137,0.117113337,0.117113337,1645.709588,0.000360825,119.5423196,23039.93423
表現第,31,29,3.797766334,384,359,10.62801134,1.124288038,1.051092203,743.1711939,8.32783E-05,27.59034833,23038.30701
國喬,55,53,3.459696563,2314,1849,9.834169571,6.775006565,5.413564018,418.2953931,2.95507E-05,9.790223191,23006.24662
點收盤,54,29,4.165189285,851,596,10.78757454,2.491586252,1.744988726,425.6965265,5.01626E-05,16.61901854,22987.61243
體類,50,41,3.708352068,1250,1067,10.20974946,3.659791792,3.123998273,459.2164852,3.96139E-05,13.124207,22960.82426
超張元大,22,13,4.386955679,77,54,10.93354081,0.225443174,0.158103005,1043.08149,0.000248186,82.22487591,22947.79278
中市場,150,83,3.391092443,13726,7960,8.319288186,40.18744171,23.30555413,152.9003279,1.07496E-05,3.561382816,22935.04918
下台股,58,53,3.488816414,2175,1936,9.686934585,6.368037718,5.668285527,395.2325944,2.82227E-05,9.35026998,22923.49048
術面觀察上周,16,16,3.929178348,60,60,10.39604789,0.175670006,0.175670006,1425.453471,0.000274914,91.07986254,22807.25553
包括,315,207,2.346671578,53575,39465,5.293637028,156.8586762,115.5469465,72.38322829,5.40738E-06,1.791479622,22800.71691
晶賣,18,18,3.905002604,89,85,10.59068864,0.260577176,0.248865842,1266.155136,0.000218314,72.32812614,22790.79245
