gram,TF,DF,TF_IDF,all_TF,all_DF,all_TF_IDF,expected_TF,expected_DF,DF_chisquare,MI,Lift,TF*DF_chisquare
雙鴻,23,20,3.981263188,2597,1575,10.25457471,7.603583427,4.611337658,51.35406389,1.30911E-05,4.337136312,1181.143469
方面今,14,14,3.950257045,630,606,10.40165502,1.844535063,1.774267061,84.24241717,2.38168E-05,7.890582151,1179.39384
數上漲點漲幅,40,13,4.873211803,2347,1105,10.82516256,6.871625068,3.235255944,29.47223593,1.21286E-05,4.01822923,1178.889437
一路走,17,17,3.917388324,1027,983,10.13993369,3.006884936,2.878060265,69.29291381,1.78289E-05,5.906756091,1177.979535
其他類,16,15,3.990957018,830,758,10.34854581,2.43010175,2.219297743,73.60271993,2.04009E-05,6.758894813,1177.643519
大至億,19,17,4.002226934,1112,1063,10.08973956,3.255750778,3.11228694,61.97004896,1.64871E-05,5.462221295,1177.43093
今日早盤,21,20,3.914661991,1724,1491,9.94208418,5.047584839,4.365399649,55.99504003,1.38287E-05,4.581482019,1175.895841
同步走,22,20,3.948719683,1684,1536,9.863581504,4.930471502,4.497152154,53.44233042,1.34235E-05,4.447258913,1175.731269
除權息,48,29,4.087213723,9961,4071,9.549379056,29.16414883,11.91920991,24.477578,7.34387E-06,2.433047176,1174.923744
看台,22,22,3.851760518,1889,1795,9.690629729,5.530677356,5.255461013,53.35014097,1.26353E-05,4.186121816,1173.703101
面板股,12,11,4.044795635,395,348,10.71299,1.156494206,1.018886035,97.77603439,3.25868E-05,10.7961044,1173.312413
析美國,12,12,3.966226368,419,408,10.53906789,1.226762209,1.194556041,97.74143294,3.03214E-05,10.04557307,1172.897195
聽證,20,14,4.235376362,1141,794,10.63173105,3.340657948,2.324699746,58.63666318,1.81776E-05,6.022283103,1172.733264
偏多格局,20,14,4.235376362,1237,794,10.72366547,3.621729957,2.324699746,58.63666318,1.81776E-05,6.022283103,1172.733264
日成,34,27,3.937482484,4045,3140,9.321158538,11.84308624,9.193396981,34.48943973,8.86467E-06,2.936890472,1172.640951
新日光,20,19,3.930200958,2081,1330,10.34819376,6.092821375,3.894018466,58.60030713,1.47275E-05,4.879278351,1172.006143
盤湧,14,14,3.950257045,647,609,10.42514053,1.894308231,1.783050561,83.7070226,2.36995E-05,7.851712288,1171.898316
最為強,14,14,3.950257045,638,609,10.40849818,1.867957731,1.783050561,83.7070226,2.36995E-05,7.851712288,1171.898316
上蘋,16,16,3.929178348,893,851,10.23387397,2.614555256,2.491586252,73.23737713,1.93829E-05,6.42161193,1171.798034
力道不足,11,11,3.971282561,348,324,10.65902149,1.018886035,0.948618032,106.5025922,3.50006E-05,11.59581583,1171.528514
電腦,57,57,3.392197758,16317,10781,7.754148182,47.77345813,31.56497225,20.4955237,5.4506E-06,1.805799148,1168.244851
下市場,15,15,3.940205955,754,727,10.30873214,2.207586409,2.128534906,77.83504663,2.12709E-05,7.047100781,1167.525699
壓下,18,13,4.223738357,693,649,10.40063136,2.028988569,1.900163898,64.83986018,2.06503E-05,6.841515099,1167.117483
壓力不,18,14,4.151153125,780,739,10.32020383,2.283710078,2.163668907,64.75054167,1.95304E-05,6.470490911,1165.50975
動快,12,11,4.044795635,373,350,10.6299674,1.092081871,1.024741702,97.10327778,3.24006E-05,10.73441237,1165.239333
穩在,23,18,4.089329928,1423,1338,9.9418142,4.166306976,3.917441134,50.6244912,1.3869E-05,4.594836115,1164.363298
封關,30,16,4.415844544,2552,1306,10.59538472,7.471830922,3.823750464,38.77372599,1.26301E-05,4.184373471,1163.21178
市表現,24,20,4.012421437,1830,1634,9.833360926,5.357935183,4.78407983,48.39472476,1.26185E-05,4.180532246,1161.473394
市盤,17,17,3.917388324,1004,993,10.09747912,2.939544767,2.907338599,68.31096502,1.76493E-05,5.847272142,1161.286405
望樂觀,18,17,3.96098655,1154,1034,10.17868871,3.378719782,3.02737977,64.48946974,1.69495E-05,5.615417057,1160.810455
外美,22,21,3.899085388,1739,1679,9.732228204,5.091502341,4.915832335,52.62597092,1.28943E-05,4.271911361,1157.77136
台光電,20,18,3.984231664,1840,1226,10.37090634,5.387213518,3.589523789,57.85219344,1.5136E-05,5.014592758,1157.043869
利多消息,16,16,3.929178348,910,859,10.23900035,2.664328424,2.515008919,72.30391234,1.92024E-05,6.361806464,1156.862597
伯儀指出,12,12,3.966226368,430,413,10.55259275,1.258968376,1.209195208,96.29666681,2.99543E-05,9.923955967,1155.560002
漲停鎖死,12,12,3.966226368,441,413,10.58445304,1.291174544,1.209195208,96.29666681,2.99543E-05,9.923955967,1155.560002
簡伯儀指出,12,12,3.966226368,430,413,10.55259275,1.258968376,1.209195208,96.29666681,2.99543E-05,9.923955967,1155.560002
和台,23,21,3.931219831,1988,1729,9.810836111,5.820532866,5.062224006,50.17808443,1.25214E-05,4.148374306,1154.095942
已連,32,31,3.74622643,4218,3773,8.989072989,12.34960142,11.04671554,36.04089912,8.47039E-06,2.806263986,1153.308772
雖然美,16,15,3.990957018,792,770,10.26820758,2.318844079,2.254431744,72.05785255,2.0083E-05,6.653561387,1152.925641
彈台股,13,13,3.959053108,550,510,10.52035054,1.610308388,1.493195051,88.67331836,2.62786E-05,8.706163331,1152.753139
呈多頭,21,13,4.349118204,784,734,10.33757613,2.295421412,2.14902974,54.78916991,1.82589E-05,6.049241552,1150.572568
察外資,14,14,3.950257045,646,618,10.39902716,1.891380398,1.809401062,82.13253855,2.33544E-05,7.737366964,1149.85554
觀察外資,14,14,3.950257045,646,618,10.39902716,1.891380398,1.809401062,82.13253855,2.33544E-05,7.737366964,1149.85554
揚其,17,16,3.976113677,919,902,10.16597892,2.690678925,2.640905757,67.57734483,1.8287E-05,6.058527442,1148.814862
利資,14,11,4.175032517,434,402,10.60691756,1.27067971,1.17698904,81.98168463,2.82095E-05,9.345881418,1147.743585
上元,30,21,4.123298228,2426,2027,9.705392845,7.10292391,5.93471837,38.24321501,1.06806E-05,3.53849984,1147.29645
幅買,13,13,3.959053108,526,512,10.459525,1.540040386,1.499050718,88.23706417,2.61759E-05,8.672154881,1147.081834
於川,13,13,3.959053108,543,512,10.49835578,1.589813554,1.499050718,88.23706417,2.61759E-05,8.672154881,1147.081834
線走,18,17,3.96098655,1165,1043,10.1737078,3.41092595,3.053730271,63.69208217,1.68032E-05,5.566961876,1146.457479
能未,14,14,3.950257045,642,620,10.38632228,1.879669064,1.815256729,81.78896474,2.3279E-05,7.712407715,1145.045506
期且,15,15,3.940205955,754,738,10.28344411,2.207586409,2.160741074,76.29168148,2.09538E-05,6.942062694,1144.375222
流股,15,11,4.233322344,495,426,10.68042297,1.44927755,1.247257043,76.2601388,2.66202E-05,8.819352887,1143.902082
拉回整理,18,15,4.083577891,965,844,10.33539735,2.825359263,2.471091418,63.52397533,1.83222E-05,6.070192261,1143.431556
陸資買超,15,12,4.151090987,538,498,10.53198354,1.575174387,1.45806105,76.21935778,2.48416E-05,8.230108061,1143.290367
場恐,18,17,3.96098655,1126,1046,10.13165646,3.296740446,3.062513771,63.42943636,1.6755E-05,5.550995447,1141.729855
美股周,19,13,4.267714419,848,687,10.54094136,2.482802752,2.011421569,60.03160044,1.95081E-05,6.463090683,1140.600408
場持,20,20,3.878942305,1551,1474,9.85517862,4.541069655,4.315626481,57.00205376,1.39882E-05,4.634321364,1140.041075
隨後在,12,12,3.966226368,420,418,10.50397755,1.229690042,1.223834375,94.88681469,2.9596E-05,9.80524836,1138.641776
續延,17,15,4.038630313,845,813,10.24962544,2.474019251,2.380328581,66.90509367,1.90208E-05,6.301651006,1137.386592
重心,25,22,3.943050383,2138,1975,9.632787435,6.259707881,5.782471031,45.4837118,1.14838E-05,3.804601853,1137.092795
股信,14,12,4.093933427,514,474,10.55563801,1.504906385,1.387793047,81.14966177,2.60994E-05,8.646822393,1136.095265
日為,64,39,3.91660539,12270,6869,8.566214143,35.92451623,20.11128785,17.74045745,5.85328E-06,1.939209477,1135.389277
反彈行情,16,15,3.990957018,889,779,10.38043032,2.602843922,2.280782245,70.93114684,1.9851E-05,6.576690973,1134.898349
大跌幅,23,19,4.03387397,1817,1486,10.00184518,5.319873349,4.350760482,49.32476043,1.31814E-05,4.367052629,1134.46949
台苯,19,18,3.945660104,1872,1201,10.42734152,5.480904187,3.516327954,59.65790413,1.5451E-05,5.118976454,1133.500178
金與,19,19,3.892152472,1512,1315,10.03635611,4.426884151,3.850100965,59.61387581,1.48955E-05,4.934935518,1132.66364
續多,17,15,4.038630313,876,816,10.28416078,2.564782088,2.389112082,66.56635966,1.89509E-05,6.278483172,1131.628114
股三大指數,16,16,3.929178348,928,873,10.23314388,2.717029426,2.555998587,70.71254846,1.88944E-05,6.259784367,1131.400775
呈現量,13,13,3.959053108,541,518,10.47496181,1.583957887,1.516617719,86.94878545,2.58727E-05,8.57170521,1130.334211
央行,79,53,3.65824222,25293,10828,8.027113998,74.05369103,31.70258042,14.30735527,5.0461E-06,1.671788205,1130.281066
陽能族群,12,11,4.044795635,447,359,10.8236397,1.308741545,1.051092203,94.16944214,3.15883E-05,10.46530454,1130.033306
太陽能族群,12,11,4.044795635,447,359,10.8236397,1.308741545,1.051092203,94.16944214,3.15883E-05,10.46530454,1130.033306
元市,21,21,3.865455792,1854,1656,9.82162488,5.428203186,4.848492166,53.8046049,1.30734E-05,4.331243463,1129.896703
財測,26,22,3.971059139,2969,2028,9.898590436,8.692737464,5.937646203,43.45142851,1.11836E-05,3.705171923,1129.737141
鼎元,17,15,4.038630313,1100,817,10.53996551,3.220616777,2.392039915,66.45401546,1.89277E-05,6.27079837,1129.718263
漲價題材,20,14,4.235376362,990,816,10.42275509,2.898555099,2.389112082,56.42795886,1.76875E-05,5.859917627,1128.559177
到萬,36,33,3.753311072,5435,4406,8.884090835,15.91277471,12.90003411,31.31841556,7.72143E-06,2.558132771,1127.46296
翻多,14,14,3.950257045,738,628,10.52987726,2.160741074,1.838679396,80.43692616,2.29825E-05,7.614160483,1126.116966
續強勢,12,12,3.966226368,446,422,10.56450662,1.305813711,1.235545709,93.78323711,2.93155E-05,9.712307617,1125.398845
上漲點以點作,17,16,3.976113677,1012,916,10.24657304,2.962967435,2.681895425,66.1367732,1.80075E-05,5.965929861,1124.325144
元外資及陸資,14,14,3.950257045,630,629,10.3401892,1.844535063,1.84160723,80.27038143,2.29459E-05,7.6020553,1123.78534
股整,15,14,4.005408664,703,663,10.38182388,2.058266904,1.941153566,74.91204191,2.17692E-05,7.21220631,1123.680629
大買超,13,12,4.032538231,515,451,10.63822075,1.507834218,1.320452878,86.37394683,2.74305E-05,9.087791163,1122.861309
創波段新高,23,20,3.981263188,2032,1626,9.947447419,5.949357537,4.760657163,48.78267058,1.26805E-05,4.201100671,1122.001423
美元關,15,14,4.005408664,766,664,10.47987174,2.24272041,1.9440814,74.76290515,2.17364E-05,7.201344553,1121.443577
箱型,17,12,4.254783147,697,557,10.66255039,2.040699903,1.630803222,65.93084949,2.22103E-05,7.358337189,1120.824441
對中國億,13,11,4.112421109,428,386,10.65334167,1.25311271,1.130143705,86.19617383,2.93788E-05,9.733275466,1120.55026
在月,86,70,3.350239688,19427,15582,7.020898929,56.87902011,45.62150056,13.02699884,4.6313E-06,1.534364261,1120.3219
買超萬,14,11,4.175032517,524,410,10.81373818,1.534184719,1.200411708,79.99916202,2.7659E-05,9.163522756,1119.988268
墊高,24,21,3.961986429,2010,1807,9.739282561,5.884945201,5.290595014,46.64605859,1.19809E-05,3.969307789,1119.505406
跳水,17,16,3.976113677,1084,919,10.31720615,3.173771442,2.690678925,65.83395209,1.79487E-05,5.946454573,1119.177186
破短,11,11,3.971282561,347,338,10.59021825,1.015958201,0.989607701,101.2602812,3.35509E-05,11.11551577,1113.863093
挫但,11,11,3.971282561,346,338,10.58646901,1.013030368,0.989607701,101.2602812,3.35509E-05,11.11551577,1113.863093
中美貿易,66,46,3.73311537,12836,8653,8.086943913,37.58166995,25.3345427,16.85687129,5.48049E-06,1.815702795,1112.553505
為大,36,35,3.68798705,5309,4821,8.680265297,15.5438677,14.11508498,30.90166838,7.48444E-06,2.479616668,1112.460062
政治風險,26,15,4.372745089,1292,1105,10.18303438,3.782760796,3.235255944,42.78153108,1.39945E-05,4.636418342,1112.319808
股市盤,16,16,3.929178348,891,884,10.166089,2.608699589,2.588204755,69.49846272,1.86593E-05,6.181891123,1111.975404
美股大跌,19,13,4.267714419,789,700,10.42517719,2.310060579,2.049483403,58.50928753,1.91458E-05,6.343061856,1111.676463
彈行情,16,15,3.990957018,903,791,10.37200666,2.64383359,2.315916246,69.46968871,1.95498E-05,6.476918164,1111.515019
公告月,22,14,4.311565547,1004,883,10.3015217,2.939544767,2.585276922,50.39920554,1.63454E-05,5.415280616,1108.782522
續走揚,16,15,3.990957018,826,793,10.2662174,2.418390416,2.321771913,69.23051595,1.95005E-05,6.460582936,1107.688255
於美中,14,13,4.019329497,582,558,10.44235714,1.703999058,1.633731056,79.07792978,2.4018E-05,7.957246056,1107.091017
下使,11,11,3.971282561,355,340,10.61073239,1.039380869,0.995463367,100.5468976,3.33535E-05,11.05013038,1106.015873
空消息,15,15,3.940205955,796,757,10.30281654,2.330555413,2.216369909,73.73372,2.04279E-05,6.76782334,1106.0058
科與,12,12,3.966226368,467,428,10.59985509,1.367298213,1.25311271,92.16695797,2.89045E-05,9.576153772,1106.003496
股止,13,13,3.959053108,588,527,10.54828112,1.721566059,1.542968219,85.07211981,2.54309E-05,8.425319353,1105.937557
寬鬆,44,30,3.990689601,6154,4225,9.072573512,18.01788695,12.37009626,25.12619947,7.3202E-06,2.42520344,1105.552777
創新,120,81,3.320240232,32691,19777,6.750018313,95.71380277,57.90376181,9.212462225,4.22234E-06,1.398872845,1105.495467
價題材,20,14,4.235376362,1002,828,10.41103811,2.9336891,2.424246083,55.27412406,1.74311E-05,5.774991284,1105.482481
彈走勢,14,14,3.950257045,678,637,10.40594909,1.985071068,1.865029897,78.95717899,2.26578E-05,7.506582078,1105.400506
日成交量,22,18,4.055903066,1949,1346,10.2577136,5.706347362,3.940863801,50.15634151,1.37866E-05,4.567526539,1103.439513
兆赫,15,12,4.151090987,699,512,10.80665391,2.04655557,1.499050718,73.55984324,2.41624E-05,8.005066044,1103.397649
外資在台,13,13,3.959053108,569,528,10.50526996,1.665937224,1.545896053,84.86760607,2.53827E-05,8.409362309,1103.278879
機電,22,22,3.851760518,2353,1864,9.835185221,6.889192069,5.45748152,50.14307729,1.21676E-05,4.031163444,1103.1477
治風險,26,15,4.372745089,1298,1111,10.17834475,3.800327797,3.252822945,42.42351063,1.39189E-05,4.611379179,1103.011276
中台北年月日,12,12,3.966226368,429,429,10.48969421,1.256040543,1.256040543,91.90202137,2.88371E-05,9.553831735,1102.824256
也跌,16,14,4.056999557,755,706,10.35962763,2.210514242,2.067050404,68.88815376,2.04433E-05,6.772935954,1102.21046
平盤上下震盪,11,11,3.971282561,356,341,10.60985384,1.042308702,0.998391201,100.1933696,3.32557E-05,11.01772531,1102.127065
市場持,19,19,3.892152472,1407,1339,9.928712901,4.119461641,3.920368967,58.00353844,1.46286E-05,4.846482604,1102.06723
美股盤,19,19,3.892152472,1416,1339,9.935340723,4.145812142,3.920368967,58.00353844,1.46286E-05,4.846482604,1102.06723
張買,16,11,4.287848836,738,462,11.04555751,2.160741074,1.352659046,68.80609547,2.45459E-05,8.132130584,1100.897528
多於,18,17,3.96098655,1143,1073,10.10301597,3.346513614,3.141565274,61.13392411,1.63334E-05,5.411315226,1100.410634
機題材,12,11,4.044795635,393,367,10.62344035,1.150638539,1.07451487,91.68347299,3.08997E-05,10.23717801,1100.201676
股股價,24,20,4.012421437,1896,1689,9.807353849,5.55117219,4.945110669,45.83308806,1.22076E-05,4.04439887,1099.994113
標持續,12,12,3.966226368,438,430,10.51205056,1.282391044,1.258968376,91.63833064,2.87701E-05,9.531613522,1099.659968
重新站,18,15,4.083577891,923,868,10.23698361,2.702390259,2.54135942,61.07665207,1.78156E-05,5.902352843,1099.379737
點位,20,17,4.041351475,1395,1154,10.18744447,4.08432764,3.378719782,54.91407596,1.5187E-05,5.03149154,1098.281519
點仍,16,15,3.990957018,827,798,10.25690098,2.421318249,2.33641108,68.63795747,1.93783E-05,6.420103093,1098.20732
面今,17,17,3.917388324,1082,1033,10.11027798,3.167915775,3.024451937,64.57895439,1.69659E-05,5.620853085,1097.842225
台股本,18,16,4.020365482,1106,970,10.24466612,3.238183777,2.83999843,60.98089332,1.7005E-05,5.63380593,1097.65608
股價上漲,21,19,3.966392665,1572,1433,9.92032643,4.602554157,4.19558531,52.2384073,1.3669E-05,4.528569579,1097.006553
聯強,16,16,3.929178348,1404,893,10.65613684,4.110678141,2.614555256,68.52795732,1.84713E-05,6.119587629,1096.447317
表現亮,24,24,3.823953345,2385,2262,9.480470033,6.982882739,6.622759226,45.59557226,1.09382E-05,3.62386721,1094.293734
到川普,12,12,3.966226368,451,432,10.54135516,1.320452878,1.264824043,91.11465222,2.86369E-05,9.487485682,1093.375827
中場,16,13,4.127938461,746,625,10.55067802,2.184163741,1.829895896,68.18487651,2.14433E-05,7.104229278,1090.958024
目前市,25,22,3.943050383,2167,2023,9.600586647,6.34461505,5.923007036,43.63825692,1.12113E-05,3.71432954,1090.956423
支撐上,11,11,3.971282561,403,344,10.75702942,1.179916874,1.007174701,99.14522013,3.29657E-05,10.92164049,1090.597421
日大盤,18,15,4.083577891,910,873,10.2112036,2.664328424,2.555998587,60.58421625,1.77135E-05,5.868547844,1090.515893
短多,24,19,4.065443962,2018,1565,10.01200261,5.908367869,4.582059323,45.36759537,1.25161E-05,4.146607161,1088.822289
勢整,18,15,4.083577891,954,874,10.26211685,2.793153096,2.558926421,60.4864253,1.76933E-05,5.861833259,1088.755655
化金,13,13,3.959053108,595,534,10.54103356,1.742060893,1.563463053,83.65683925,2.50975E-05,8.314875092,1087.53891
億元證,11,11,3.971282561,359,345,10.60273599,1.051092203,1.010102535,98.79992175,3.28702E-05,10.88998356,1086.799139
小幅買超,11,11,3.971282561,350,345,10.56985077,1.024741702,1.010102535,98.79992175,3.28702E-05,10.88998356,1086.799139
盤上下震盪,11,11,3.971282561,360,345,10.60633889,1.054020036,1.010102535,98.79992175,3.28702E-05,10.88998356,1086.799139
族群股價,12,12,3.966226368,493,435,10.64181032,1.443421883,1.273607544,90.33826449,2.84394E-05,9.422054746,1084.059174
終場上漲點,22,22,3.851760518,1999,1887,9.652974192,5.852739033,5.524821689,49.12945895,1.20193E-05,3.982028967,1080.848097
台股上漲,13,12,4.032538231,502,465,10.55726548,1.469772384,1.361442547,83.1316055,2.66046E-05,8.814180246,1080.710871
表現亮眼,22,22,3.851760518,1991,1892,9.64412477,5.829316366,5.539460856,48.91258481,1.19875E-05,3.971505634,1076.076866
持續延,15,14,4.005408664,711,685,10.34047798,2.081689571,2.005565902,71.73359359,2.10701E-05,6.980573407,1076.003904
科和,11,11,3.971282561,381,348,10.6663083,1.115504538,1.018886035,97.77603439,3.25868E-05,10.7961044,1075.536378
頭走,16,14,4.056999557,777,719,10.36212268,2.274926578,2.105112239,67.21178674,2.00737E-05,6.65047675,1075.388588
逆勢走揚,12,11,4.044795635,396,374,10.60368046,1.15942204,1.095009704,89.59631352,3.03214E-05,10.04557307,1075.155762
今日也,13,13,3.959053108,574,539,10.48223929,1.680576391,1.578102221,82.66875693,2.48647E-05,8.23774267,1074.69384
低來到,17,15,4.038630313,957,847,10.31988505,2.801936596,2.479874918,63.21025747,1.82573E-05,6.04869217,1074.574377
場上,42,41,3.604312725,31052,6482,9.383324794,90.91508378,18.97821632,25.55345289,6.52083E-06,2.160371624,1073.245022
瓊工業指數,29,29,3.753614836,3853,3375,9.134689634,11.28094222,9.881437838,36.99050939,8.85834E-06,2.934795571,1072.724772
道瓊工業指數,29,29,3.753614836,3853,3375,9.134689634,11.28094222,9.881437838,36.99050939,8.85834E-06,2.934795571,1072.724772
漲的,34,32,3.750694238,4640,4202,8.851308139,13.58514713,12.30275609,31.53613833,7.85095E-06,2.601043195,1072.228703
上指數,13,12,4.032538231,491,468,10.51950664,1.437566216,1.370226047,82.46237513,2.6434E-05,8.757679091,1072.010877
勢雖,11,11,3.971282561,359,349,10.584938,1.051092203,1.021813868,97.43868387,3.24934E-05,10.76517,1071.825523
盤要角,12,11,4.044795635,389,375,10.57668834,1.138927206,1.097937538,89.30457121,3.02405E-05,10.01878488,1071.654855
低台,18,15,4.083577891,944,884,10.23067601,2.763874761,2.588204755,59.52104867,1.74931E-05,5.795522928,1071.378876
指數反,16,14,4.056999557,786,721,10.37074489,2.301277079,2.110967906,66.95937147,2.0018E-05,6.632028826,1071.349943
暫緩,22,18,4.055903066,1760,1372,10.11651011,5.152986843,4.016987471,48.67444592,1.35253E-05,4.480969914,1070.83781
收復點,16,13,4.127938461,744,634,10.5234622,2.178308074,1.856246397,66.90019417,2.11389E-05,7.003380598,1070.403107
低量,17,13,4.177248044,891,664,10.65699633,2.608699589,1.9440814,62.8745978,2.01838E-05,6.6869628,1068.868163
上證,32,30,3.781900866,5115,3728,9.176360417,14.97586801,10.91496304,33.37057894,8.29609E-06,2.74852053,1067.858526
股市表現,20,16,4.101935152,1183,1063,10.1567699,3.463626952,3.11228694,53.36691351,1.55173E-05,5.14091416,1067.33827
類股走勢,12,12,3.966226368,454,441,10.51691287,1.329236379,1.291174544,88.81753684,2.80525E-05,9.293863525,1065.810442
而外資,14,13,4.019329497,589,575,10.40762014,1.724493892,1.683504224,76.06935272,2.33079E-05,7.721988346,1064.970938
富邦金國,16,16,3.929178348,1042,912,10.2866676,3.050802438,2.670184091,66.54372361,1.80865E-05,5.99209622,1064.699578
但尾盤,11,11,3.971282561,369,351,10.61161184,1.080370537,1.027669535,96.76979953,3.23083E-05,10.70383,1064.467795
連黑,19,16,4.062224098,1367,1029,10.37172161,4.002348304,3.012740603,55.98520712,1.603E-05,5.310779157,1063.718935
日除,22,20,3.948719683,2335,1635,10.07636061,6.836491067,4.787007664,48.34651458,1.26107E-05,4.177975346,1063.623321
股同步,14,14,3.950257045,679,656,10.35877606,1.987998901,1.920658732,75.96898033,2.20015E-05,7.289165829,1063.565725
場並,21,18,4.020920919,1374,1338,9.905385419,4.022843138,3.917441134,50.6244912,1.3869E-05,4.594836115,1063.114315
脫歐,57,26,4.331679651,8850,3898,9.544550889,25.91132589,11.41269472,18.64498091,6.87638E-06,2.278164853,1062.763912
揚台,19,18,3.945660104,1302,1254,9.965290861,3.81203913,3.671503126,55.91873836,1.4798E-05,4.90262418,1062.456029
縮小,31,28,3.835734603,3801,3328,9.150828532,11.12869488,9.743829666,34.20500631,8.67367E-06,2.873613452,1060.355196
根大,24,22,3.913898102,2701,2009,9.82577764,7.908078104,5.882017368,44.1667115,1.12894E-05,3.74021337,1060.001076
破萬,28,25,3.888122318,3466,2667,9.507319648,10.14787068,7.808531767,37.84918712,9.66374E-06,3.201626214,1059.777239
指數最,24,23,3.867947755,2367,2155,9.565400929,6.930181737,6.309481049,44.15155869,1.10029E-05,3.645307724,1059.637409
前指,27,25,3.863027885,3774,2618,9.621607994,11.04964338,7.665067929,39.20381042,9.84461E-06,3.2615497,1058.502881
元隨,14,14,3.950257045,666,659,10.3285037,1.949937067,1.929442233,75.51320395,2.19014E-05,7.25598298,1057.184855
以來外資,12,12,3.966226368,465,444,10.53601434,1.361442547,1.299958044,88.07276384,2.78629E-05,9.23106715,1056.873166
點那斯達克指,21,21,3.865455792,1745,1726,9.684801908,5.109069341,5.053440506,50.320719,1.25432E-05,4.15558469,1056.735099
順利站,13,11,4.112421109,449,405,10.63815484,1.314597212,1.185772541,81.22895187,2.80005E-05,9.276652666,1055.976374
缺乏,29,26,3.8703932,3254,2888,9.293902341,9.527169992,8.455582956,36.40276147,9.28121E-06,3.074891481,1055.680083
滑落,23,20,3.981263188,1975,1688,9.849103595,5.782471031,4.942182836,45.87807965,1.22148E-05,4.04679484,1055.195832
數大漲,17,17,3.917388324,1167,1062,10.14368489,3.416781617,3.109359106,62.05455782,1.65026E-05,5.46736463,1054.927483
震盪盤,21,13,4.349118204,861,781,10.33951329,2.520864586,2.286637912,50.19427285,1.71601E-05,5.685202688,1054.07973
多消息,16,16,3.929178348,970,919,10.19381595,2.83999843,2.690678925,65.83395209,1.79487E-05,5.946454573,1053.343233
光與,15,15,3.940205955,927,785,10.41499544,2.714101593,2.298349245,70.19469832,1.96993E-05,6.526423271,1052.920475
台股行情,11,11,3.971282561,386,355,10.65215359,1.130143705,1.039380869,95.45483898,3.19442E-05,10.58322346,1050.003229
國際股市分道,11,11,3.971282561,355,355,10.54416761,1.039380869,1.039380869,95.45483898,3.19442E-05,10.58322346,1050.003229
際股市分道瓊,11,11,3.971282561,355,355,10.54416761,1.039380869,1.039380869,95.45483898,3.19442E-05,10.58322346,1050.003229
獲利了結,30,25,3.935728838,3426,2779,9.415745971,10.03075734,8.136449112,34.9512846,9.27427E-06,3.07259342,1048.538538
家下跌家,16,16,3.929178348,926,922,10.13665235,2.711173759,2.699462426,65.53315878,1.78903E-05,5.927106022,1048.530541
群股價,12,12,3.966226368,506,447,10.63060767,1.481483717,1.308741545,87.33810569,2.76759E-05,9.169113679,1048.057268
續反,18,17,3.96098655,1241,1110,10.13168556,3.633441291,3.249895111,58.17584199,1.5789E-05,5.230938051,1047.165156
漲其,20,20,3.878942305,1646,1556,9.81675845,4.819213831,4.555708822,52.35763287,1.3251E-05,4.390096202,1047.152657
利了結,30,25,3.935728838,3431,2781,9.415643983,10.04539651,8.142304778,34.90189767,9.2676E-06,3.070383716,1047.05693
勢主,14,14,3.950257045,789,665,10.51199002,2.310060579,1.947009233,74.61422573,2.17037E-05,7.190515464,1044.59916
漲幅以,13,12,4.032538231,589,478,10.710134,1.724493892,1.399504381,80.29307294,2.5881E-05,8.574464047,1043.809948
資操作,12,12,3.966226368,470,449,10.53149964,1.376081714,1.314597212,86.85385283,2.75526E-05,9.128271302,1042.246234
族群的,18,16,4.020365482,1101,1006,10.17571445,3.22354461,2.945400434,57.86057741,1.63965E-05,5.432198561,1041.490393
現開,19,14,4.194373456,878,833,10.25143092,2.570637755,2.43888525,54.80346985,1.73265E-05,5.740327471,1041.265927
二國,12,12,3.966226368,477,450,10.54635948,1.396576548,1.317525045,86.6133601,2.74914E-05,9.107986254,1039.360321
營商自行買賣,26,26,3.795851211,2754,2753,9.236986029,8.063253276,8.060325442,39.92790682,9.73633E-06,3.225676207,1038.125577
測季,12,11,4.044795635,458,385,10.74377855,1.340947713,1.127215872,86.47133958,2.94551E-05,9.758556701,1037.656075
於今日,22,21,3.899085388,1934,1797,9.711727084,5.66242986,5.26131668,47.08063926,1.20476E-05,3.991396313,1035.774064
年升息,16,15,3.990957018,1014,833,10.41401762,2.968823102,2.43888525,64.69414818,1.85641E-05,6.150350862,1035.106371
碩等,13,13,3.959053108,582,556,10.44822819,1.703999058,1.627875389,79.44417554,2.41044E-05,7.985869243,1032.774282
道不,19,19,3.892152472,1470,1398,9.896204308,4.303915147,4.09311114,54.29008104,1.40112E-05,4.641945784,1031.51154
報喜,19,17,4.002226934,1293,1163,10.09251745,3.785688629,3.405070283,54.27850195,1.50695E-05,4.992554804,1031.291537
電第季,18,12,4.302136379,919,619,10.81404398,2.690678925,1.812328895,57.26810559,1.99857E-05,6.621314724,1030.825901
減緩,27,27,3.781762577,3382,2984,9.264091936,9.901932672,8.736654965,38.17820129,9.3281E-06,3.090427642,1030.811435
國股,46,40,3.687152038,10139,6574,8.522184415,29.68530318,19.24757699,22.3749234,6.27276E-06,2.07818366,1029.246476
今開,14,13,4.019329497,618,591,10.42005455,1.809401062,1.730349559,73.39847627,2.26769E-05,7.512932824,1027.578668
蜜望實,17,16,3.976113677,1177,976,10.30222155,3.446059951,2.857565431,60.44431547,1.69005E-05,5.599171878,1027.553363
